4,90000,Request Stage,TRUE,1,2,Choose the appropriate status for this project:,Project Status:,0,0,,TRUE,FALSE,-9999,TRUE,FALSE,728
5,80000,Desired Completion Date,TRUE,3,2,When would you like this request to be completed?,To be completed in:,0,0,,TRUE,FALSE,-9999,TRUE,FALSE,728
6,501504,Property Owner,TRUE,8,2,Are you the owner or authorized to make property changes? ,Are you the owner or authorized to make property changes? ,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,946
7,502713,Are you interested in financing?,FALSE,7,2,Are you interested in financing?,Are you interested in financing?,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,945
8,1525,Survey Purpose,TRUE,1,1,Select the description of this survey.,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,587
9,7735,What kind of location is this?,TRUE,4,2,What kind of location is this?,,0,0,,TRUE,FALSE,-9999,TRUE,FALSE,946
10,4898,Type of Demolition,TRUE,1,1,What type of demolition do you need? (Check all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,588
11,4900,Location of demolition work,TRUE,2,1,What needs demolition work?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,588
15,4992,Product Needed,TRUE,1,1,What product do you want? (Select all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,590
16,7184,Size of area,TRUE,2,1,What is the estimated size of the area you want to fill or cover? ,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,590
17,5538,Purpose of Grading,TRUE,1,1,What is the purpose of grading?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,591
18,5539,Surveyed and Drawings Complete,TRUE,2,1,Has the site been surveyed and have landscape drawings been completed?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,591
19,4266,What Needs to be Hauled,TRUE,2,1,What do you have that needs to be hauled away? (Check all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,594
20,4265,Reason for Hauling,TRUE,3,1,What is the nature of the work to be done in conjunction with the hauling?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,594
21,4241,Reason for Clearing,TRUE,1,1,Why do you need to clear the site?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,593
22,4242,Trees/Structures to Remove,TRUE,2,1,Which of the following currently exist on the site and will need to be removed? (Check all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,593
23,4243,Topography,TRUE,3,1,Describe the topography that needs to be cleared. (Check all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,593
25,10020,Request is for Commercial Location,TRUE,1,1,Is this location a commercial location?,Is this a commercial location?,0,0,,TRUE,FALSE,-9999,TRUE,TRUE,594
26,503113,What is the purpose of the certification?,TRUE,1,1,What is the purpose of the certification?,What is the purpose of the certification?,0,0,,TRUE,FALSE,-9999,TRUE,TRUE,595
27,7136,Other Services Selected,TRUE,2,1,Select any other services you would like.,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,595
33,30001,Historical Work,TRUE,6,2,Is this location a historical structure?,Is a historical structure?,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,946
34,5492,Type of Damage,TRUE,1,1,Which best describes the nature of the damage? (Check all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,598
35,5493,Tile Location,TRUE,2,1,Where is the tile located? (Check all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,598
36,5488,Spare Tiles,TRUE,3,1,Do you have spare tiles left over from installation?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,737
37,50001,Covered by Insurance,TRUE,6,2,Is this request covered by an insurance claim?,Covered by an insurance claim?,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,706
38,500643,Project Description,TRUE,1,1,What best describes this countertop project?,Project Description,0,0,,TRUE,FALSE,-9999,TRUE,TRUE,599
39,500101,Part of larger remodel,TRUE,4,1,Is this project part of a larger remodel?,Part of larger remodel?,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,642
40,500644,Types of Stone,TRUE,3,1,Select the types of solid stone you are interested in:,Types of Stone,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,599
41,500648,Countertop Features,TRUE,4,1,Select the features for your countertop:,Countertop Features,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,599
42,5111,Damage Description,TRUE,1,1,Select the best description(s) of the countertop repair you need. (Check all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,600
43,5105,Countertop Style,TRUE,2,1,What kind of natural stone countertop do you have?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,600
44,500649,Type of countertop,TRUE,3,1,What type of countertop is it?,What type of countertop is it?,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,600
45,7632,Type of shower install,TRUE,1,1,What type of shower do you want installed?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,601
46,7634,Shower,TRUE,1,1,Shower,,0,0,,TRUE,FALSE,-9999,TRUE,TRUE,602
47,7635,Plumbing fixtures,TRUE,2,1,Plumbing fixtures,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,602
48,7636,Tile,TRUE,3,1,Tile,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,602
56,502973,Do you already have a chimney cap?,TRUE,1,1,Do you already have a chimney cap?,Do you already have a chimney cap?,0,0,,TRUE,FALSE,-9999,TRUE,TRUE,605
57,502974,How many chimney caps do you need installed?,TRUE,2,1,How many chimney caps do you need installed?,How many chimney caps do you need installed?,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,605
58,502975,What type of chimney cap do you want installed?,TRUE,3,1,What type of chimney cap do you want installed?,What type of chimney cap do you want installed?,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,605
59,4607,Project Description,TRUE,1,1,What best describes the project?,,0,0,,TRUE,FALSE,-9999,TRUE,TRUE,618
60,6269,Special Features,TRUE,2,1,Select any special features you would like:,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,607
61,6909,What size deck or porch do you want?,TRUE,3,1,What size deck or porch do you want?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,607
62,8152,Is this an emergency?,TRUE,1,1,Is this an emergency?,,0,0,,TRUE,FALSE,-9999,TRUE,TRUE,1109
68,4909,Kind of pool,TRUE,1,1,What kind of pool needs heating? (Check all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,611
69,4912,Kind of Heater,TRUE,2,1,What kind of heater do you want to use? (Check all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,611
70,5023,Location of pool,TRUE,3,1,Is it an indoor or outdoor pool?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,611
71,4864,Kind of pool,TRUE,1,1,What kind of pool do you have?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,612
72,4865,Kind of Heater,TRUE,2,1,What kind of heater do you use?,,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,612
73,4868,Problems,TRUE,5,1,Why do you need service/repair? (Check all that apply),,0,0,,FALSE,FALSE,-9999,TRUE,FALSE,612
74,7183,Tree or Shrub,TRUE,1,1,What do you need trimmed or removed?,,0,0,,TRUE,FALSE,-9999,TRUE,TRUE,613
75,502224,Tree Service Need,TRUE,2,1,What type of Tree service is needed?,What type of Tree service is needed?,0,0,,TRUE,FALSE,-9999,TRUE,TRUE,613
